UREBLOCK SA DE CV,20.564370967741933,Unnamed: 2,Unnamed: 3,18,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,20.459935714285706,Unnamed: 11,Unnamed: 12,18.1,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,20.374246666666668,Unnamed: 20,Unnamed: 21,18.2,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,T1,Unnamed: 29,Unnamed: 30,20.098163333333336,Unnamed: 32,Unnamed: 33,18.3,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,19.46746774193548,Unnamed: 41,Unnamed: 42,18.4,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,19.07029,Unnamed: 50,Unnamed: 51,19,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,T2,Unnamed: 59,Unnamed: 60,18.68416129032258,Unnamed: 62,Unnamed: 63,19.1,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,18.72754193548387,Unnamed: 71,Unnamed: 72,19.2,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,18.525080000000003,Unnamed: 80,Unnamed: 81,19.3,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,T3,Unnamed: 89,Unnamed: 90,18.4134709677419,Unnamed: 92,Unnamed: 93,19.4,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,20.29187,Unnamed: 101,Unnamed: 102,19.5,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,20.26635333333333,Unnamed: 110,Unnamed: 111,19.6,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,T4,Unnamed: 119,Unnamed: 120,20.564370967741933.1,Unnamed: 122,Unnamed: 123,18.5,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133
DIVERSOS,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
EQUIPOS MENORES,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
ARRENDAM MAQ Y EQUIPO,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
GASTOS DE VENTA,0,0,,0,0,,0,,,0,0,,,,,0,,,25907.08,0.0026660211623037076,,,,,25907.08,,,25907.08,0,,1907.08,0,,,,,1907.08,,,8907.08,0.001066529298958689,,,,,8907.08,,,1907.08,0,,,,,1907.08,,,12721.24,0,,1907.08,0,,,,,1907.08,,,1907.08,0,,,,,1907.08,,,16082.08,0.001257838757470983,,,,,16082.08,,,19896.239999999998,0,,17907.08,0.0013938154958667683,,,,,17907.08,,,,,,,,,,,,,,,,,,,,,17907.08,0.0013938154958667683,,76431.64,0,,0,0,,76431.64,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL DE GASTOS,519771.17449999996,0.06079072211913065,,659639.2414116049,0.05871192490240989,,74261.37999340046,0.0020787972167207597,,527388.2398200001,0.057024843310180255,,,,,771455.3935538919,,,533498.8068199999,0.054900788087499534,,,,,788937.1744896013,,,1580658.22114,0.05744490294872136,,500135.73098000005,0.06565711524580391,,,,,686282.7559220146,,,493174.04232000007,0.05905241286933232,,,,,712748.9527813103,,,458903.11832000007,0.054765399347449666,,,,,670622.2882981487,,,1452212.8916200001,0.05964333039992231,,480283.45176,0.05316715485456863,,,,,664499.1923865662,,,406246.3483400001,0.03910836232810844,,,,,660910.0929640809,,,485497.4122000001,0.03797254221574733,,,,,770602.7317059762,,,1372027.2123000002,0.04260073179650557,,509825.12228000007,0.039682748701409386,,,,,742422.7585223496,,,,,,,,,,,,,,,,,,,,,509825.12228000007,0.039682748701409386,,4914723.44734,0.05070983549332091,,453979.67443536595,0.04040696623146771,,4460743.7729046345,0.010302869261853198,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARGEN DE OPERACIÓN,-618997.5344999789,-0.07239590988941078,,436736.4122062614,0.03887221048391503,,-1269863.3936112474,-0.11126812037332581,,-180164.02982005698,-0.019480573882583906,,,,,-424231.18355394877,,,-78090.45681996865,-0.008036058500456257,,,,,-333528.82448957,,,-877252.0211400045,-0.03188143808824932,,-1188989.6509799962,-0.15608888888521255,,,,,-1375136.6759220108,,,892381.5376799833,0.10685331845964217,,,,,672806.627218673,,,145653.94167998928,0.0173823100436472,,,,,-66065.22829815932,,,-150954.17162002367,-0.006199786260770618,,-117619.68175998743,-0.013020444096423377,,,,,-301835.4223865536,,,1773724.6616600482,0.17075222219707667,,,,,1519060.9170359673,,,2431160.8377999384,0.19015005070428628,,,,,2146055.5182939623,,,4087265.817699999,0.12690747918109838,,2090724.0677199622,0.16273360051832492,,,,,1858126.4314776126,,,,,,,,,,,,,,,,,,,,,2090724.0677199622,0.16273360051832492,,5149783.692659926,0.05313517366319178,,642395.9791825004,0.05717716915485721,,4507387.713477418,-0.00404199549166543,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANTENIMIENTO MAYORES FABRIC,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
FLETES ACTIVOS FIJOS FABRIC,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
GASTOS DE IMPORTACION ACTIVOS FIJOS,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
MANTENIMIENTO MAYORES ADMON,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
MANTENIMIENTO MAYORES VENTA,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
MTTO MAYORES,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARGEN,-618997.5344999789,-0.07239590988941078,,436736.4122062614,0.03887221048391503,,-1269863.3936112474,-0.11126812037332581,,-180164.02982005698,-0.019480573882583906,,,,,-424231.18355394877,,,-78090.45681996865,-0.008036058500456257,,,,,-333528.82448957,,,-877252.0211400045,-0.03188143808824932,,-1188989.6509799962,-0.15608888888521255,,,,,-1375136.6759220108,,,892381.5376799833,0.10685331845964217,,,,,672806.627218673,,,145653.94167998928,0.0173823100436472,,,,,-66065.22829815932,,,-150954.17162002367,-0.006199786260770618,,-117619.68175998743,-0.013020444096423377,,,,,-301835.4223865536,,,1773724.6616600482,0.17075222219707667,,,,,1519060.9170359673,,,2431160.8377999384,0.19015005070428628,,,,,2146055.5182939623,,,4087265.817699999,0.12690747918109838,,2090724.0677199622,0.16273360051832492,,,,,1858126.4314776126,,,,,,,,,,,,,,,,,,,,,2090724.0677199622,0.16273360051832492,,5149783.692659926,0.05313517366319178,,642395.9791825004,0.05717716915485721,,4507387.713477418,-0.00404199549166543,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTROS INGRESOS 16%,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,0,0,,0,,,,,,
OTROS INGRESOS 0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTILIDAD O (PERDIDA) DE OPERACIÓN,-618997.5344999789,,,,,,,,,-180164.02982005698,,,,,,,,,-78090.45681996865,,,,,,,,,-877252.0211400045,,,-1188989.6509799962,,,,,,,,,892381.5376799833,,,,,,,,,145653.94167998928,,,,,,,,,-150954.17162002367,,,-117619.68175998743,,,,,,,,,1773724.6616600482,,,,,,,,,2431160.8377999384,,,,,,,,,4087265.817699999,,,2090724.0677199622,,,,,,,,,,,,,,,,,,,,,,,,,,,2090724.0677199622,,,5149783.692659926,,,642395.9791825004,,,4507387.713477418,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GASTOS DE ADMON CORPORATIVO,214129.4469050055,0.025043873810138215,,205659.566976239,0.01830495867094218,,8469.879928766488,0.006738915139196035,,244067.15373389184,0.02639021909852805,,,,,244067.15373389184,,,255438.3676696014,0.02628640872963964,,,,,255438.3676696014,,,713634.9683084987,0.02593520278262901,,186147.02494201457,0.024437119590182063,,,,,186147.02494201457,,,219574.91046131024,0.026291789825983167,,,,,219574.91046131024,,,211719.16997814865,0.025266520166198996,,,,,211719.16997814865,,,617441.1053814734,0.0253587088114053,,184215.74062656614,0.02039259685639953,,,,,184215.74062656614,,,254663.74462408075,0.02451586835743328,,,,,254663.74462408075,,,285105.3195059761,0.02229913797442648,,,,,285105.3195059761,,,723984.804756623,0.022479351878509638,,232597.63624234957,0.018104469835203096,,,,,232597.63624234957,,,,,,,,,,,,,,,,,,,,,232597.63624234957,0.018104469835203096,,2287658.5146889444,0.023603929740453184,,205659.566976239,0.01830495867094218,,2081998.9477127055,0.005298971069511004,,,,,
GASTOS MONTERREY IV,42585.95025323234,0.004980712273076176,,,0,,42585.95025323234,,,52082.00426907216,0.0056314644667420765,,,,,52082.00426907216,,,50670.82119918976,0.005214384702110281,,,,,50670.82119918976,,,145338.77572149428,0.005281958967692449,,41145.36040473924,0.005401505036703988,,,,,41145.36040473924,,,44778.97320397962,0.005361811828268109,,,,,44778.97320397962,,,49849.002991486974,0.005948969285489419,,,,,49849.002991486974,,,135773.33660020583,0.005576299467574851,,45729.18075927934,0.0050621990532709275,,,,,45729.18075927934,,,62003.64979897602,0.0059689427656690235,,,,,62003.64979897602,,,73065.05709464518,0.005714687442823,,,,,73065.05709464518,,,180797.88765290054,0.005613680437405098,,61446.31754753891,0.0047827356309186,,,,,61446.31754753891,,,,,,,,,,,,,,,,,,,,,61446.31754753891,0.0047827356309186,,523356.3175221395,0.005399960557353804,,0,0,,523356.3175221395,,,,,,
GASTOS HACIENDA SAN JOSE,30993.7558753931,0.003624927455166514,,,0,,30993.7558753931,,,38365.712956056756,0.004148364723773883,,,,,38365.712956056756,,,36016.788180394,0.0037063814018075546,,,,,36016.788180394,,,105376.25701184387,0.0038296253903510632,,30504.27763364515,0.004004558658822017,,,,,30504.27763364515,,,34526.77594548721,0.004134218862348177,,,,,34526.77594548721,,,38046.6834085932,0.004540483007275272,,,,,38046.6834085932,,,103077.73698772556,0.00423346987174655,,33648.85112875937,0.00372491217860043,,,,,33648.85112875937,,,45481.50189322189,0.004378395184436259,,,,,45481.50189322189,,,55167.4665168307,0.004314850910849367,,,,,55167.4665168307,,,134297.81953881198,0.004169877492034371,,45069.14762071207,0.0035080022169586204,,,,,45069.14762071207,,,,,,,,,,,,,,,,,,,,,45069.14762071207,0.0035080022169586204,,387820.9611590934,0.004001514500654814,,0,0,,387820.9611590934,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTILIDAD O (PERDIDA) TOTAL,-906706.6875336098,,,,,,,,,-514678.9007790777,,,,,,,,,-420216.4338691538,,,,,,,,,-1841602.0221818413,,,-1446786.3139603953,,,,,,,,,593500.8780692063,,,,,,,,,-153960.91469823953,,,,,,,,,-1007246.3505894286,,,-381213.4542745923,,,,,,,,,1411575.7653437695,,,,,,,,,2017822.9946824864,,,,,,,,,3048185.3057516636,,,1751610.9663093616,,,,,,,,,,,,,,,,,,,,,,,,,,,1751610.9663093616,,,1950947.8992897486,,,436736.4122062614,,,1514211.4870834798,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-283445.9999999789,,,,,,,,,163766.6499999431,,,,,,,,,242719.58000003127,,,,,,,,,-1841602.0221818413,,,-877556.6399999962,,,,,,,,,1193045.1299999834,,,,,,,,,416992.4199999893,,,,,,,,,-1007246.3505894286,,,175837.06000001257,,,,,,,,,1994606.390000048,,,,,,,,,2695411.5699999384,,,,,,,,,3048185.3057516636,,,2373297.7299999623,,,,,,,,,,,,,,,,,,,,,,,,,,,1751610.9663093616,,,1950947.8992897554,,,436736.4122062614,,,1514211.487083494,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manode Obra Directa,113187.84,0.013238076419539155,,,,,,,,100198.58,0.010834159529899091,,,,,,,,70222.91,0.0072264324709133045,,,,,,,,283609.32999999996,0.010307041850863785,,71699.85,0.009412655451216115,,,,,,,,81124.64,0.009713823770245246,,,,,,,,63151.32,0.007536464933556881,,,,,,,,215975.81,0.008870267347545036,,65615.54,0.007263609777230901,,,,,,,,91438.47,0.008802562361729837,,,,,,,,79624.06,0.006227691237401816,,,,,,,,236678.07,0.007348731054162176,,98650.86,0.0076785884325408236,,,,,,,,,,,,,,,,,,,,,,,,,,98650.86,0.0076785884325408236,,834914.07,0.008614595631759064,,,,,,,,,,,
Semanal,22637.568,,,,,,,,,25049.645,,,,,,,,,17555.7275,,,,,,,,,21816.102307692305,,,17924.9625,,,,,,,,,16224.928,,,,,,,,,15787.83,,,,,,,,,16613.523846153847,,,16403.885,,,,,,,,,18287.694,,,,,,,,,19906.015,,,,,,,,,18206.005384615386,,,19730.172,,,,,,,,,,,,,,,,,,,,,,,,,,,19730.172,,,18975.31977272727,,,,,,,,,,,,
Mano de Obra Directa Total,113187.84,0.013238076419539155,,,,,,,,100198.58,0.010834159529899091,,,,,,,,70222.91,0.0072264324709133045,,,,,,,,283609.32999999996,0.010307041850863785,,71699.85,0.009412655451216115,,,,,,,,81124.64,0.009713823770245246,,,,,,,,63151.32,0.007536464933556881,,,,,,,,215975.81,0.008870267347545036,,65615.54,0.007263609777230901,,,,,,,,91438.47,0.008802562361729837,,,,,,,,79624.06,0.006227691237401816,,,,,,,,236678.07,0.007348731054162176,,98650.86,0.0076785884325408236,,,,,,,,,,,,,,,,,,,,,,,,,,98650.86,0.0076785884325408236,,834914.07,0.008614595631759064,,,,,,,,,,,
Semanal,22637.568,,,,,,,,,25049.645,,,,,,,,,17555.7275,,,,,,,,,21816.102307692305,,,17924.9625,,,,,,,,,16224.928,,,,,,,,,15787.83,,,,,,,,,16613.523846153847,,,16403.885,,,,,,,,,18287.694,,,,,,,,,19906.015,,,,,,,,,18206.005384615386,,,19730.172,,,,,,,,,,,,,,,,,,,,,,,,,,,19730.172,,,18975.31977272727,,,,,,,,,,,,
Mano de Obra Indirecta,162836.19999999998,0.019044784841440225,,,,,,,,142467.59,0.015404575572830037,,,,,,,,153084.47,0.015753471122181544,,,,,,,,458388.25999999995,0.016658926487942517,,157696.46,0.02070216944465691,,,,,,,,159125.99,0.019053666359885323,,,,,,,,154758.84,0.018468886649050883,,,,,,,,471581.29000000004,0.01936815108321699,,158102.59,0.017501883220492107,,,,,,,,163099.47,0.015701195086051688,,,,,,,,161239.94,0.01261117005911523,,,,,,,,482442,0.014979573338721701,,167230.45,0.013016549464835853,,,,,,,,,,,,,,,,,,,,,,,,,,167230.45,0.013016549464835853,,1579641.9999999998,0.016298655828070007,,,,,,,,,,,
Mantenimiento Instalaciones,0,0,,,,,,,,7400,0.0008001388894059503,,,,,,,,2076,0.00021363503462924023,,,,,,,,9476,0.0003443805201288168,,1800,0.00023630146802523306,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,1800,7.392717372182127e-05,,4728.45,0.0005234372170243124,,,,,,,,19693.1,0.0018958075397125722,,,,,,,,0,0,,,,,,,,24421.55,0.0007582764337894689,,135,1.0507860128061844e-05,,,,,,,,,,,,,,,,,,,,,,,,,,135,1.0507860128061844e-05,,35832.55,0.0003697182019040454,,,,,,,,,,,
Mantenimiento Equipo,700,8.18696910699719e-05,,,,,,,,47613.740000000005,0.0051483250059545516,,,,,,,,41533.33,0.004274072443553787,,,,,,,,89847.07,0.003265257566341306,,458049.82999999996,0.060132137365393565,,,,,,,,24252.08,0.002903931914913759,,,,,,,,16678.5,0.0019904085994454025,,,,,,,,498980.41,0.020493450807697558,,24037.5,0.002660940076393303,,,,,,,,65859.55,0.006340141036813764,,,,,,,,10248.279999999999,0.0008015557553136611,,,,,,,,100145.33,0.003109460443463642,,29113.16,0.002266051949376926,,,,,,,,,,,,,,,,,,,,,,,,,,29113.16,0.002266051949376926,,718085.97,0.0074091699764856885,,,,,,,,,,,
Combustible,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,
Fletes,20000,0.002339134030570626,,,,,,,,0,0,,,,,,,,53577.75,0.0055135281679223385,,,,,,,,73577.75,0.00267399153808654,,25491.2,0.0033464488787360116,,,,,,,,26080,0.0031228061403785093,,,,,,,,26000,0.0031028344027089045,,,,,,,,77571.2,0.0031858997656723015,,0,0,,,,,,,,60201.06,0.005795411765881905,,,,,,,,50046.06,0.0039142868289871865,,,,,,,,110247.12,0.0034231157723060013,,59798.94,0.004654510350565649,,,,,,,,,,,,,,,,,,,,,,,,,,59798.94,0.004654510350565649,,321195.01,0.003314071746435905,,,,,,,,,,,
Gastos de importación,17986.28,0.0021036159815685917,,,,,,,,0,0,,,,,,,,29907.49,0.0030776915519381775,,,,,,,,47893.770000000004,0.0017405742321158636,,7976.570000000001,0.0010471528893366852,,,,,,,,14854.689999999999,0.0017786931420789582,,,,,,,,25413.329999999998,0.0030328213312074723,,,,,,,,48244.590000000004,0.001981436770037801,,0,0,,,,,,,,5329.08,0.0005130177597093132,,,,,,,,9868.869999999999,0.0007718807006582892,,,,,,,,15197.95,0.00047188844798592473,,8748.29,0.0006809319087386827,,,,,,,,,,,,,,,,,,,,,,,,,,8748.29,0.0006809319087386827,,120084.6,0.0012390260360584588,,,,,,,,,,,
$ MOD / Ventas,75.53967572841766,,,,,,,,,92.30065306314665,,,,,,,,,138.38086829497712,,,,,,,,,97.02104779134031,,,106.23994527185206,,,,,,,,,102.94607187162846,,,,,,,,,132.68820445875065,,,,,,,,,112.73617364833578,,,137.67259402269667,,,,,,,,,113.60328491935668,,,,,,,,,160.57315012572758,,,,,,,,,136.0779150345446,,,130.23226974402414,,,,,,,,,,,,,,,,,,,,,,,,,,,130.23226974402414,,,116.0820591872406,,,,,,,,,,,,
$ MOI / Ventas,52.50781294331372,,,,,,,,,64.91577747612594,,,,,,,,,63.47807364130425,,,,,,,,,60.0278775900587,,,48.304116275026104,,,,,,,,,52.48333738567776,,,,,,,,,54.145115458347895,,,,,,,,,51.63115445059318,,,57.136708513124375,,,,,,,,,63.6894194689906,,,,,,,,,79.294783538123,,,,,,,,,66.75757562567107,,,76.82527560022687,,,,,,,,,,,,,,,,,,,,,,,,,,,76.82527560022687,,,61.35475284273269,,,,,,,,,,,,
